,words,sentiments
5400,jose mourinho dey return back to old trafford today  we go welcome am well  but we pray e go lose  ole na mumu coach but e go win tonight ,Positive
5401,as martial dey injured  e be like that year wey van gaal use rashford for the first time  hopefully  ole go grow some balls and e go start greenwood tonight ,Positive
5402,we be man united  when people don write us off  we go shock them  we do am last season  and we fit do am again tonight  today  we go beat spurs 2 0 ,Positive
5403,solskjaer vs mourinho game day  who go win  for ole like for jose  ,Positive
5404,who you think say be the worst player this season   talk true ,Negative
5405,how we sell lukaku because of injury prone anthony martial   ole gunnar solskjaer na the dumbest manager in the history of united  that  lukaku sale  alone fit cost am hin job indirectly ,Positive
5406,breaking  anthony martial fit miss united s match against tottenham on wednesday onto say e don woundjure for hin muscle   sky ,Positive
5407,wetin you think about man united this season   talk true ,Positive
5408,solskjær   i no dey feel more pressure because we no dey do well  i dey focus on my job and i dey try my best  i dey look forward to our next game  and i dey eye long term success  i dey plan with the board    men ,Positive
5409,rashford don win player of the month award    ,Positive
5410,rashford dey try pass most of our players  even though e no dey consistent ,Positive
5411,manchester united dey face their worst season in 31 years  na dem don keep the lowest clean sheet since march and dem dey only score with 8 86  of shots ,Negative
5412,even prime vidic no win world best  so na ordinary van dijk wan win am   liverpool fans na bunch of jokers  h ,Positive
5413,mauricio pochettino wan become man utd manager  he dey feel himself as e believe say e fit manage the club  no be today wey e eye the club  e bin eye am after dem sack mourinho   men ,Positive
5414,paul pogba  amp  scott mctominay na the pillar of man utd midfielder  without them  dey useless  we go blame ole gunnar solskjaer for allowing herrera to leave for free ,Negative
5415,mctominay fit dey available for our game against tottenham  men ,Positive
5416,confirmed  paul pogba no go play against tottenham ,Positive
5417,solskjaer   i dey laugh at the rumours wey i dey see say united go sack me  i know say na pure lies   ,Positive
5418,pogba dey injured  scott and mctominay dey available  thank god  no more pereira in cm  the evil e don do  dey enough,Negative
5419,nemanja matic and scott mctominay dey fit for our clash against tottenham ,Positive
5420,ole   when you dey wear the shirt  e no matter who you dey face  you gats give your best  on sunday  the boys bin dey sad but we go see chance to bounce back tomorrow night  ,Positive
5421,ole   mourinho dey return  people go hail am  na how our fans take be  e bin win trophies for here so e deserve am  e sure me say fans  staff and the club go welcome am well  ,Positive
5422,na only good teams we go play well against     na only 5 good teams dey pl   so you dey try talk say we go lose draw the remaining teams   ,Positive
5423,ole   we dey try our best to improve  we don draw too many games  and we don lose self  but the draws wey we dey get  suppose be wins  ,Positive
5424,which lie e wan tell us today ,Negative
5425,even prime vidic no win world best  so na ordinary van dijk wan win am   liverpool fans na bunch of jokers ,Positive
5426,scholes   we never see any sign say ole fit build team wey go challenge for the title in 2 or 3 seasons  we never see am for one minute self  maybe e fit use 3 or 4 transfer windows  who sabi  but right now  ole dey mess up  ,Positive
5427,scholes don warn ole   the way things dey go  people go soon turn against ole  if ole wan last at united  e gats dey pick up maximum points as the league dey go  how you go dey drop points left  right and centre  you wan finish 10th  e gats show say e don improve united  ,Negative
5428,manchester united don contact barcelona as dem wan make january move for arturo vidal   source  daily mirror ,Negative
5429,like this if you be die hard fan     players go come  players go leave  managers go come  managers go leave  ,Negative
5430,like this if you be die hard fan     players go come  players go leave  managers go come  managers go leave  our loyalty na to the club  one love  one united   ,Positive
5431,man united fit sack ole gunnar solskjaer if utd lose to spurs and city this week   mail ,Positive
5432,ole no fit beat wolves ,Negative
5433,official  go face wolves  a  for the third round of the fa cup we don jah,Negative
5434,which defender is better  for phil jones like for virgil van dijk  ,Positive
5435,van dijk na otu if e win ballon dor  call me basktard ,Positive
5436,ole gunnar solskjaer fit turn things around at man united  yes or no,Positive
5437,the win ratio wey ole gunnar solskjaer get as permanent man utd manager na 27 3  ,Positive
5438,marcus rashford dey show up at carrington today  e dey sad,Negative
5439,we go win everything,Positive
5440,dem don dey drag paul scholes today,Negative
5441,anthony martial dey eerience one of hin worst united seasons so far  since wey ole become utd manager  martial dey struggle  wetin you feel say be the problem ,Negative
5442,marcus rashford na man united s best player so far this season  true or false ,Positive
5443,you sure say e no go end in tears ,Positive
5444,we wan congratulate the winners    money don enter their account  men dey happy  ,Positive
5445,pogba or mctominay fit dey available for man united vs spurs on wednesday  e go be massive boost to united s midfield ,Positive
5446,solskjaer   top four  we no know  if e happen in the end  thank god  but we gats improve and work as team  today na end to end stuff  we bin play well when we dey attack but we no defend well  ,Positive
5447,solskjaer   the league table no be wetin dey worry me the most  as e dey tight  i just wan make sure we fit get like three or four good performances after each other  ,Positive
5448,na our last post tonight  na our player ratings ontop   de gea 5 wan bissaka 3 maguire 3 lindelof 6  goal  williams 3 pereira 2 fred 3 mata 1 martial 3 rashford 5  assist  james 5 bench  shaw 1 lingard 2 ole  e no get game plan  1 ,Negative
5449,man united no fit  attack defend score from set piece defend from set piece pass ole gunnar solskjaer bin buy hin united dna from the boys wey dey sell pink lips at computer village ,Negative
5450,we wan make man united fans vote ontop ole s job for ole in like for  ,Negative
5451,the time don reach to appoint new manager at united  a manager wey no get history with the club so we no go dey judge am with bias nature  you feel say poch na the right man for the job ,Positive
5452,man united don play 14 games for pl this season  4 wins 6 draws 4 defeats our win ratio na 27  wow,Positive
5453,andreas pereira na warrior on social media but when match start  e go mess up ,Negative
5454,our win ratio this season na 27 ,Positive
5455,as annoying as louis van gaal be  e go manage these current set of united players better than ole dey do ,Negative
5456,ole go dey demand 99  performance from academy boys if dem wan make starting xi but e go dey demand 30  from hin usual ,Negative
5457,ole go dey demand 99  performance from academy boys if dem wan make starting xi but e go dey demand 30  from hin usual first team players  this manager cause hin downfall ,Negative
5458,ole   we bin no play as team  we for play better  the boys go learn and improve  i no blame dem sha  dem be young boys so no be every time dem go play well    bbc ,Positive
5459,man united next two games  tottanham  amp  city e sure me say dem don type ole s sack letter already ,Positive
5460,the football wey man united dey play this season na the worst post sir alex  even worse than when david moyes be our manager  ole s time don run out  we dey eect bin sack letter this week if e lose against tottenham ,Negative
5461,man united dey lose draw games due to ole s lack of tactical ability  na one thing to be motivational speaker  na another thing to get your tactics spot on  the number of games wey dey drop points because ole dey make the wrong decisions  dey plenty this season big shame,Negative
5462,if ole love united  make e resign ,Positive
